Index,coherence,source,lang,BERT_NSP_PPL,Word_PPL
C05795817_1,2,Clinton,en,1.9185632,6.530807226010159
C05784717_0,3,Clinton,en,1.0004603,5.91554878872689
C05791970_0,3,Clinton,en,3.9307187,4.9149665782946945
C05762730_3,1,Clinton,en,2.1100824,8.250846117876277
C05785135_1,3,Clinton,en,2.515538,8.735536931352462
C05788157_3,2,Clinton,en,1.0000036,9.284591940152392
C05758440_0,2,Clinton,en,1.0000396,9.662283206714738
C05775647_2,2,Clinton,en,1.0001116,4.524335026755868
C05761296_2,1,Clinton,en,1.0001415,5.979447074199573
C05759055_0,1,Clinton,en,1.0001013,7.632702680148103
C05760046_2,3,Clinton,en,3.040386,4.981288680791868
C05795159_3,2,Clinton,en,1.0001234,5.426285702126141
C05768043_1,2,Clinton,en,1.0024383,7.958551017573959
C05777620_1,1,Clinton,en,1.2007941,7.597726952949443
C05797297_0,2,Clinton,en,5.409395,7.162929325185089
C05763078_1,3,Clinton,en,1.0017269,9.39091377467047
C05782866_0,3,Clinton,en,1.000007,4.568736851575537
C05783048_4,3,Clinton,en,1.0005094,9.006998963613905
C05764554_2,3,Clinton,en,2.0182858,4.655989610968529
C05760551_2,3,Clinton,en,1.0000052,5.0421222751910495
C05768873_2,2,Clinton,en,1.0000741,4.908715471430591
C05772107_0,1,Clinton,en,5.7105055,9.246495339407256
C05769559_0,3,Clinton,en,1.0021113,5.779009642345254
C05780558_0,3,Clinton,en,2.6712654,4.706571008179757
C05780003_39,3,Clinton,en,1.00282,5.839147563530011
C05791966_1,3,Clinton,en,1.0000293,5.043200624943472
C05764560_1,1,Clinton,en,1.0002841,5.014252977210224
C05782888_8,3,Clinton,en,1.0000883,4.611956069339047
C05766444_13,3,Clinton,en,1.0000379,9.72224076668864
C05791581_2,3,Clinton,en,1.0616798,5.244513898901433
C05774534_12,3,Clinton,en,1.0000134,4.293322806503756
C05789095_0,3,Clinton,en,3.912556,5.733061304288521
C05777516_1,1,Clinton,en,1.0003812,11.234162869034204
C05765987_1,2,Clinton,en,1.0000062,7.957526524411634
C05777718_1,2,Clinton,en,1.6620514,8.23823222803239
C05764804_1,3,Clinton,en,1.000015,6.289256564093068
C05767757_0,1,Clinton,en,3.4717093,9.476223900261992
C05781917_1,1,Clinton,en,1.0004894,9.014398303783144
C05760602_1,2,Clinton,en,1.0000091,8.348673797307736
C05771781_2,1,Clinton,en,1.6069069,7.122818575797213
C05790662_36,3,Clinton,en,2.4701023,2.5621111495873095
C05778413_4,3,Clinton,en,1.0000074,5.271383584184637
C05782345_2,3,Clinton,en,1.0000824,4.998740639116573
C05739697_1,2,Clinton,en,1.5598613,7.93179971488561
C05771374_0,3,Clinton,en,1.0000496,4.643232026426112
C05758735_2,2,Clinton,en,1.000031,9.332936288637555
C05796166_2,3,Clinton,en,1.1711445,4.739531771605614
C05780247_0,3,Clinton,en,1.0000024,4.025825764931257
C05780918_2,3,Clinton,en,1.000041,6.583350468037136
C05777525_1,2,Clinton,en,1.0580537,6.809715736403743
C05739649_7,3,Clinton,en,1.0000193,5.517184688813869
C05767931_3,2,Clinton,en,1.0000311,6.8229313603279795
C05775835_0,3,Clinton,en,1.0000141,4.445042221279384
C05768541_7,1,Clinton,en,1.2546717,7.6873864754789745
C05784146_0,3,Clinton,en,9.959566,7.353945992430226
C05770324_2,3,Clinton,en,1.0001831,4.381332876615749
C05778894_3,3,Clinton,en,1.0000052,9.94947893188699
C05779706_6,1,Clinton,en,5.9631453,9.283993557507108
C05779450_0,2,Clinton,en,1.9269559,8.304493248297735
C05772009_0,1,Clinton,en,1.0000522,6.562801684116955
C05766267_0,3,Clinton,en,3.854712,6.152828053937581
C05789846_0,1,Clinton,en,1.26126,9.060447813704055
C05794539_0,3,Clinton,en,2.5093734,6.539044052079763
C05779401_1,3,Clinton,en,29.781189,7.760297215447942
C05791856_0,1,Clinton,en,1.0000036,8.187413094752843
C05789971_1,1,Clinton,en,1.6426312,12.930134154103312
C05766717_0,1,Clinton,en,1.00133,11.245577153584161
C05770161_1,2,Clinton,en,11.990914,7.556614923574644
C05768612_0,3,Clinton,en,1.000376,5.72197749907265
C05770982_0,3,Clinton,en,1.0001626,5.127939089871591
C05782963_4,3,Clinton,en,1.0000035,4.201342415383724
C05762499_2,3,Clinton,en,1.0000389,3.7294875194817223
C05773976_0,1,Clinton,en,1.0000025,12.219754115587763
C05769839_2,3,Clinton,en,9.438421,9.46853936245391
C05762863_0,1,Clinton,en,2.2170079,9.436151088758598
C05775346_4,3,Clinton,en,1.0000122,4.291532374309473
C05739649_4,2,Clinton,en,1.0000439,11.042160426383058
C05764306_1,2,Clinton,en,1.0004046,6.705237214824223
C05771818_2,2,Clinton,en,7.8389916,20.70450637243707
C05772152_0,1,Clinton,en,1.000604,13.231427704332638
C05767739_2,3,Clinton,en,3.3459396,8.499233425108981
C05782432_1,2,Clinton,en,1.7561388,10.527105182346906
C05794842_0,3,Clinton,en,1.0000025,3.388112069780203
C05779263_4,1,Clinton,en,1.0000174,9.530214199614289
C05761043_0,3,Clinton,en,6.002742,6.510124427271819
C05764286_1,3,Clinton,en,1.0001955,5.802601171183022
C05771770_4,2,Clinton,en,4.7543674,5.684190509804264
C05771351_3,3,Clinton,en,2.66574,5.755307632988963
C05777020_0,3,Clinton,en,1.0000244,5.383121376401533
C05777696_1,3,Clinton,en,1.000003,3.163967062138246
C05770030_2,3,Clinton,en,1.0002484,5.179016093101698
C05790961_1,1,Clinton,en,1.2426883,7.6172035367789945
C05773863_0,1,Clinton,en,1.9430242,7.6714923009586204
C05739684_1,1,Clinton,en,1.7095517,11.385970123816001
C05792315_1,1,Clinton,en,1.0002393,10.23943580490198
C05776979_0,3,Clinton,en,1.0021124,8.150295512169759
C05783985_1,2,Clinton,en,1.0001734,7.850503765388904
C05781797_2,3,Clinton,en,1.0002022,5.671694746767865
C05780404_0,3,Clinton,en,1.0000026,2.564027383295582
C05777658_0,2,Clinton,en,1.0000203,7.099487683964755
C05780003_47,1,Clinton,en,2.5321558,6.779754773114991
C05760582_4,3,Clinton,en,1.0000082,7.664341528254574
C05784941_1,1,Clinton,en,1.6564623,8.670254390754128
C05797207_2,3,Clinton,en,1.0005742,6.774813296684936
C05780929_3,3,Clinton,en,1.0000904,5.563203611775901
C05784237_3,3,Clinton,en,1.4638395,7.001777116381448
C05767998_1,3,Clinton,en,1.0000561,5.545755637967556
C05778058_2,3,Clinton,en,3.3267877,5.692970008840497
C05766635_2,3,Clinton,en,4.1282725,7.606863121317866
C05773363_2,2,Clinton,en,3.21366,7.729128223856724
C05789259_1,2,Clinton,en,1.5711584,7.04721193996978
C05796642_0,1,Clinton,en,1.00028,11.664612117213457
C05771959_1,3,Clinton,en,6.775194,7.213960153159821
C05783973_4,3,Clinton,en,1.0007067,8.156809081505957
C05776799_2,1,Clinton,en,1.0005435,7.097416017225761
C05778073_0,1,Clinton,en,7.3282604,11.91853683666087
C05778400_13,1,Clinton,en,1.8801974,9.221674684806052
C05798172_2,2,Clinton,en,1.0000118,5.905924347002005
C05781658_3,2,Clinton,en,1.0000848,10.047006894160548
C05769293_1,1,Clinton,en,1.0004939,10.090666005368348
C05794601_2,3,Clinton,en,1.0000038,6.016232298466533
C05784254_1,3,Clinton,en,4.6141834,6.369850015708886
C05794259_2,1,Clinton,en,2.16048,10.470984690011248
C05789753_0,1,Clinton,en,1.0003481,6.035030822804909
C05767239_5,2,Clinton,en,1.0000196,5.400624382184484
C05793874_0,1,Clinton,en,2.8154228,7.734797723487341
C05763801_3,3,Clinton,en,1.0000271,6.811066311847416
C05781578_0,3,Clinton,en,1.0000819,5.0923066273553745
C05773695_3,3,Clinton,en,1.0000021,4.416350547738388
C05760124_0,2,Clinton,en,2.987312,7.286325570806329
C05785246_1,3,Clinton,en,494.73917,6.0566760103408415
C05781942_0,3,Clinton,en,17.784739,5.843567845572164
1144932,3,Enron,en,1.0003235,8.514807572312609
19947,1,Enron,en,1.0000826,9.541456556199805
1303171,3,Enron,en,1.000003,3.971337185880921
894625,1,Enron,en,1.000313,7.4913278544967055
1251040,3,Enron,en,1.0000188,6.073722621687415
1106151,1,Enron,en,2.8193254,5.31478134004572
682836,2,Enron,en,1.0000527,7.228137080925834
900719,2,Enron,en,1.0001374,8.533778764116455
1260886,3,Enron,en,79.46923,2.0090959941301794
1311815,3,Enron,en,1.6940385,7.20571264955047
39353,3,Enron,en,2.1709654,7.283093193344335
743563,2,Enron,en,1.000006,6.205831621159503
947034,3,Enron,en,1.0000027,4.458128962264119
59454,2,Enron,en,1.0000186,5.352828524811181
62687,1,Enron,en,1.0000472,18.268262122315942
1139245,1,Enron,en,3.9825156,7.243354486496453
52808,1,Enron,en,1.0008831,7.219678888389992
1130230,1,Enron,en,1.0000103,7.6058813865638255
1313342,1,Enron,en,1.0001727,7.864126255447289
76421,3,Enron,en,1.0000043,6.792918987309374
1256360,3,Enron,en,1.0000156,4.7912361115775886
765046,3,Enron,en,1.0001392,3.9974429363005775
1306421,3,Enron,en,1.0044984,7.67634437792289
1311794,3,Enron,en,1.2353106,7.124864688642353
1108804,2,Enron,en,1.6379244,8.732951777010676
773548,2,Enron,en,1.0000818,5.378466281199308
1111806,1,Enron,en,1.0000032,6.795203846465759
1267173,1,Enron,en,1.000068,9.886018749958557
1259103,3,Enron,en,1.0000021,4.039697925879134
743612,3,Enron,en,1.0000114,8.339512135194125
1261118,2,Enron,en,1.0001482,11.898996243123257
1267709,3,Enron,en,1.0000168,4.345975157586674
59463,3,Enron,en,1.0001457,5.4439326536411565
759311,3,Enron,en,1.000004,4.712564689929463
1355061,1,Enron,en,1.0000231,7.422014883046177
1351528,3,Enron,en,1.0000298,5.267527567567286
75033,3,Enron,en,1.000525,5.566081065617547
771823,2,Enron,en,1.0000142,6.038740087823366
285612,2,Enron,en,1.0001065,4.107470483418063
273465,2,Enron,en,1.0000346,6.183795431753352
1309439,2,Enron,en,1.0000023,8.348294389840405
69650,3,Enron,en,1.000004,3.9544652020888456
69146,3,Enron,en,1.0000515,8.40231130010546
727534,2,Enron,en,1.0019934,5.433883743446819
292035,3,Enron,en,1.5097187,6.048295095284842
897762,3,Enron,en,1.0000414,9.803102457291306
39238,2,Enron,en,1.0000322,8.576117254340623
1275972,1,Enron,en,1.000921,7.615427559125009
56797,2,Enron,en,3.3717198,5.938699515808613
283704,3,Enron,en,1.0861381,6.055543073487951
751520,3,Enron,en,2.368139,6.016997910076616
561434,3,Enron,en,1.0000026,5.070845318072359
107118,2,Enron,en,2.3240967,8.450664833485202
1359585,2,Enron,en,1.0000031,8.258373496676993
1355132,1,Enron,en,1.0009722,12.452943264499979
1258079,1,Enron,en,1.0000274,5.47202750312135
772964,3,Enron,en,1.0006546,6.399671389763873
892969,3,Enron,en,1.0002931,5.045287978358793
1103267,1,Enron,en,1.8547262,7.670802657235059
682756,1,Enron,en,2.12725,6.018149493839105
58608,2,Enron,en,1.0000111,10.59204413736539
57841,2,Enron,en,1.0011213,8.496475285027538
1112086,2,Enron,en,1.0000036,4.528644507472809
1358869,1,Enron,en,1.0004061,9.966629993816962
43035,3,Enron,en,1.0001564,6.639815877753321
1111866,3,Enron,en,1.0000162,6.48003894339358
283707,1,Enron,en,1.0003535,10.049295130748627
1135556,1,Enron,en,1.2401699,7.357600112766202
1116091,1,Enron,en,1.3197546,5.860983161745596
59176,3,Enron,en,28.515858,10.882069442911876
4317,1,Enron,en,1.0000727,6.717720507625931
1109591,2,Enron,en,1.0000772,7.976336901164436
1282143,3,Enron,en,3.306957,7.997686706199939
58917,1,Enron,en,11.079455,8.387903482339574
1149944,3,Enron,en,1.0000097,8.293241760008192
773303,1,Enron,en,1.4950545,5.184155632635781
1261185,3,Enron,en,1.0001787,10.188528899443732
1098260,3,Enron,en,1.0000658,8.983129976535041
80678,1,Enron,en,1.0009549,11.70136529125817
880205,1,Enron,en,1.7595975,5.564169034442603
1240973,2,Enron,en,1.050497,7.11514324159081
759142,3,Enron,en,1.0000877,6.448281722117552
1312922,1,Enron,en,1.0828476,5.467392203238506
104502,2,Enron,en,1.0001731,9.145344458208198
41399,1,Enron,en,2.8044066,12.837511408106199
2318,3,Enron,en,2.2786205,8.290899847759576
1359383,3,Enron,en,1.0000091,5.122584378617119
1293635,1,Enron,en,1.0001698,2.3607556981772793
1107392,2,Enron,en,5.068624,6.003107786014826
1311817,2,Enron,en,1.1364318,7.752264197625645
276672,3,Enron,en,1.0000114,4.435759440400038
1108647,3,Enron,en,1.6529026,7.232922700662822
742810,3,Enron,en,1.0001065,6.0803056914589435
759891,1,Enron,en,1.0000675,6.599614841766803
888705,1,Enron,en,1.0051383,6.081406075758478
104359,2,Enron,en,1.0008245,10.302620634075874
773643,3,Enron,en,1.0001144,4.386217903581827
1139195,3,Enron,en,1.0002187,3.6523628131515142
1271741,3,Enron,en,1.0001864,6.350587856319182
275683,3,Enron,en,1.0000021,6.817164115846905
759501,3,Enron,en,1.000048,4.479262374733815
1259319,1,Enron,en,1.0000083,6.804505026696299
1303025,3,Enron,en,1.00002,4.209495270254073
1127108,2,Enron,en,1.0652115,9.001792245643284
1122712,1,Enron,en,1.0047812,6.716125390091828
1259788,3,Enron,en,2.5263886,7.288395767900055
84500,1,Enron,en,1.0000066,6.11612532657225
1307141,3,Enron,en,1.0000274,5.357021419754973
1125770,2,Enron,en,2.5331929,6.645169520343377
776304,3,Enron,en,1.000003,4.176623679192402
57013,2,Enron,en,1.0003431,6.630107572604351
63520,1,Enron,en,1.7362262,4.987968513663008
738560,1,Enron,en,1.000083,5.265287358503782
900080,2,Enron,en,8.746102,7.80386883304039
684979,3,Enron,en,1.0006114,6.270082685700472
756667,3,Enron,en,1.0000412,6.539662205640233
877365,3,Enron,en,1.0000094,6.786728469035408
104432,3,Enron,en,4.8899894,5.530455869195827
1257895,1,Enron,en,2.2052643,7.262654742793923
58225,3,Enron,en,1.0000532,4.129007967087991
1292946,3,Enron,en,3.2796402,7.39301457666083
1123765,3,Enron,en,1.0000037,5.244463630310783
62531,3,Enron,en,1.7114983,6.049719602098515
743076,1,Enron,en,1.000003,7.4924520524587095
1278710,1,Enron,en,1.0001117,8.653044470303628
1105590,2,Enron,en,1.000346,6.763234223532682
1034017,3,Enron,en,1.000082,7.596937225357536
1312610,2,Enron,en,1.0026796,6.034463360658253
1313038,2,Enron,en,1.0000068,4.760995091927715
1114453,2,Enron,en,1.0000702,5.4238919252734155
748332,2,Enron,en,1.0000321,6.3114797770091595
722508,3,Enron,en,1.0000088,5.565250506730294
45453,3,Enron,en,1.0000648,7.565906707491693
725196,1,Enron,en,1.1789286,7.679879473006141
1336757,3,Enron,en,1.728938,6.651890454362814
1120257,2,Enron,en,6.28163,8.605384347961861
34442,2,Enron,en,1.0000904,7.435065860843659
1100979,2,Enron,en,1.0000848,5.032677831711968
104597,3,Enron,en,1.0000104,3.3440092018940497
3068,1,Enron,en,1.0000597,6.195447187152571
1253155,2,Enron,en,1.0000626,7.022540901560011
1957,3,Enron,en,1.0000654,9.686676030959731
56353,2,Enron,en,1.000003,8.690473796253196
1105714,2,Enron,en,1.0000056,5.235301136402674
738934,1,Enron,en,1.4017265,4.062711883293057
275635,2,Enron,en,1.0097518,6.9955488623673
1109027,3,Enron,en,1.000236,7.571746776416854
57899,3,Enron,en,2.8958418,10.493164524774366
1137382,1,Enron,en,2.6082053,6.3523061085263235
900825,3,Enron,en,1.0085827,4.6250259188445515
873802,1,Enron,en,4.6759524,3.916861703929372
877436,3,Enron,en,1.0002704,5.853328624535747
1336608,2,Enron,en,1.3399475,6.334869146814876
1114461,1,Enron,en,1.5550404,6.909968447368363
900839,2,Enron,en,1.0000027,10.3415798490891
881432,3,Enron,en,4.155583,5.12141965271571
1261993,1,Enron,en,1.0005573,8.0576801147936
275664,3,Enron,en,1.0011835,8.179444833271404
874244,3,Enron,en,1.0001336,9.05395775085198
1262539,1,Enron,en,1.0004414,6.990133575270178
1336688,1,Enron,en,2.118296,8.581264949523167
277829,3,Enron,en,1.0000157,8.551182481983206
1336569,3,Enron,en,1.0000056,4.559519748189465
721260,1,Enron,en,6.952129,10.610139793315115
900927,2,Enron,en,1.0001343,6.2134460222182994
85106,1,Enron,en,1.000332,11.492491741112163
1098297,3,Enron,en,3.3012128,6.2174807155596294
56955,3,Enron,en,1.0001101,8.346927286311962
743529,2,Enron,en,1.0001915,4.502380277071517
1246978,1,Enron,en,2.7495942,5.827196080319322
273438,2,Enron,en,1.0002774,7.262749560813803
3164,1,Enron,en,1.1280072,7.067301036029086
1275250,1,Enron,en,1.7184811,5.060774148351481
688501,1,Enron,en,1.0007172,8.190918231538367
1130145,1,Enron,en,1.9956504,10.192324773883719
1303812,1,Enron,en,1.0001873,10.302537206891524
759467,1,Enron,en,1.0050447,6.170429782089591
743370,1,Enron,en,1.0001125,4.992625550885054
1312911,3,Enron,en,3.1668003,4.404068354052043
59139,2,Enron,en,1.0009575,7.8022414507494275
730404,1,Enron,en,3.1218026,11.115279216662445
70666,3,Enron,en,1.0001175,3.089787131509855
1248894,3,Enron,en,1.0000033,4.81254544836221
1105561,3,Enron,en,1.0000285,6.134833473391999
684197,3,Enron,en,1.0000838,5.759962380317599
732667,2,Enron,en,1.4479678,8.616365838389799
764769,3,Enron,en,4.6729665,6.001185464945602
56419,3,Enron,en,1.0000064,7.091451915817043
30071,1,Enron,en,2.1968098,5.728507817563589
1144632,3,Enron,en,1.0000663,4.7454513605713275
84099,3,Enron,en,1.0000231,7.422014883046177
1248919,1,Enron,en,1.0018219,7.444968502327082
743344,2,Enron,en,3.72905,6.757371147893116
59146,3,Enron,en,1.0041081,8.106769539574447
1359343,3,Enron,en,3.3261802,7.760784565643285
1353855,3,Enron,en,2.6292994,7.195727487079706
1131834,1,Enron,en,10.555463,9.475635090201296
725369,3,Enron,en,1.0007483,8.208002519024092
766379,2,Enron,en,1.0000619,6.119853081791166
1122541,1,Enron,en,1.9782002,5.611326300005787
881357,1,Enron,en,1.000337,11.166864865092123
742840,3,Enron,en,1.0000025,7.125484053838405
1261971,2,Enron,en,2.1082735,5.86784763906164
1144534,3,Enron,en,1.0002897,7.6538156947582525
262992,3,Enron,en,1.0000027,9.795199787959408
1286872,1,Enron,en,1.8201436,7.346433158946799
1308852,3,Enron,en,1.0000523,8.757287672557794
880729,3,Enron,en,1.0000021,4.226171128139905
276661,2,Enron,en,1.0061214,7.84325871722776
83785,2,Enron,en,1.0000025,6.304782908447506
1245592,3,Enron,en,1.0000739,6.213243740216394
1303893,1,Enron,en,5.717562,8.539901597174397
770416,3,Enron,en,1.0000201,4.943828771126035
43532,1,Enron,en,2.348491,7.522610664806961
34113,1,Enron,en,1.960182,6.184106105935274
740246,1,Enron,en,1.0000552,7.968668881939763
39309,1,Enron,en,1.3391345,5.578750703317196
1144335,1,Enron,en,1.0000021,8.096954014148464
16168,3,Enron,en,1.0000032,5.582038386677309
78869,1,Enron,en,1.000723,6.7591145688062415
1256474,1,Enron,en,1.0000049,7.136812853190245
108089,3,Enron,en,3.9745011,6.044173413471949
1293810,3,Enron,en,5.0732064,7.389794709654609
289014,3,Enron,en,1.0000032,5.582038386677309
68949,1,Enron,en,1.0002015,6.622674225782058
275537,1,Enron,en,2.7600012,6.314193280879451
1315126,2,Enron,en,1.0005802,6.4648587401479976
1270698,2,Enron,en,1.0018926,8.168284475379355
1252967,1,Enron,en,1.0007633,11.912156887093875
42274,3,Enron,en,4.7767386,11.275379405616219
34529,3,Enron,en,1.013769,6.34081096807377
1107260,1,Enron,en,1.0000049,5.690882722039118
1268320,3,Enron,en,1.0002174,4.531510289094685
31040,2,Enron,en,1.0000031,6.966575271567849
43910,1,Enron,en,3.2541077,6.369680537111353
62496,1,Enron,en,2.633083,9.17630237508784
1261975,1,Enron,en,1.9792416,6.670872472978962
1261171,2,Enron,en,1.0001153,7.719024930006237
2761,3,Enron,en,1.0000052,3.226272041200679
1131957,3,Enron,en,1.0000088,5.616060425710089
58573,1,Enron,en,1.0000885,15.742070927737581
743293,3,Enron,en,1.0002778,7.745326127123193
58303,3,Enron,en,1.0000042,4.886817977482652
43986,3,Enron,en,1.0000021,5.19309559117465
1278199,3,Enron,en,1.0000062,5.266899098854392
755926,2,Enron,en,1.0000025,11.260897364786246
31035,3,Enron,en,1.7975308,6.500257689572716
292785,3,Enron,en,4.0533023,5.83591772867438
283761,2,Enron,en,2.2257185,6.746071607549864
1263716,3,Enron,en,1.000103,4.586007402674788
759412,2,Enron,en,2.1871781,5.5352425123087174
725035,2,Enron,en,9.71755,7.245592082458161
41796,3,Enron,en,1.0000584,6.278921381560466
1293347,3,Enron,en,1.0000253,9.237488711121127
275568,3,Enron,en,1.0000877,6.594931085745936
46070,3,Enron,en,1.0000024,5.822444662519563
730025,3,Enron,en,1.0000021,5.308818284913522
1120137,1,Enron,en,1.7195548,7.2319940069269535
39438,3,Enron,en,2.6327171,5.207419038354043
1255913,3,Enron,en,1.0000067,4.210677358590506
58094,2,Enron,en,3.6396286,6.104730698867795
34462,3,Enron,en,1.0000308,5.097769534143459
744989,3,Enron,en,1.0003353,5.019961488149801
1242206,3,Enron,en,2.2738752,5.4236328869290515
273460,3,Enron,en,1.0000026,5.070845318072359
1311935,3,Enron,en,2.581216,12.066730975740564
62555,3,Enron,en,2.4027886,6.011489667271234
1293645,3,Enron,en,1.0000062,5.94504093873355
901113,3,Enron,en,1.18204,6.154257856633951
1100714,3,Enron,en,1.011307,6.8592672923076226
761390,1,Enron,en,1.0000091,15.3968125791318
1123569,1,Enron,en,1.0262127,9.325905807096781
723938,1,Enron,en,2.03112,7.680661321814586
759409,1,Enron,en,1.0000052,8.536876312359206
263104,3,Enron,en,2.8965726,6.34349095609781
881959,3,Enron,en,1.0002759,4.764888186056182
1124292,1,Enron,en,1.0000894,8.380888198742461
1114455,1,Enron,en,8.888463,6.914432573163407
1247476,2,Enron,en,1.0045357,5.488066162998533
286751,2,Enron,en,1.0000498,9.337089227337154
31214,1,Enron,en,1.000669,5.335436335034006
1118110,2,Enron,en,1.0008652,3.6428921667682124
687334,3,Enron,en,1.0062897,8.151487615611568
82597,2,Enron,en,1.0002723,5.2325747944509216
742845,3,Enron,en,1.000004,6.175725420153907
285567,1,Enron,en,1.000094,7.818686900551961
889867,2,Enron,en,1.0002247,7.265688332788102
1108718,3,Enron,en,1.0000458,5.41365902336008
52683,1,Enron,en,1.0004716,5.37788678818462
685023,1,Enron,en,1.0001378,7.451558707466868
753939,3,Enron,en,1.0000021,4.226171128139905
1122692,1,Enron,en,1.000018,5.1161672890844025
931630,3,Enron,en,1.0000283,5.041758988261367
1111635,3,Enron,en,2.6037095,6.078273267719484
45197,3,Enron,en,1.0000502,8.490745598284523
743114,3,Enron,en,1.0000268,8.590700715776364
749091,3,Enron,en,1.000004,9.163862128852259
1301396,3,Enron,en,1.0000144,4.704317471866591
1354573,3,Enron,en,1.000035,3.2382848334397023
59193,2,Enron,en,1.000139,7.938461388019951
1094631,3,Enron,en,1.0000341,6.602458770670968
754308,3,Enron,en,1.0003941,7.334075879180941
721142,2,Enron,en,1.0000024,6.247181322475991
764632,1,Enron,en,2.022947,7.549835734123002
58190,1,Enron,en,1.0002886,8.092019282856507
1111903,2,Enron,en,8.027595,8.221014372475642
773534,3,Enron,en,3.512685,7.038828199109815
1122457,2,Enron,en,1.0010707,6.546245056351574
60107,1,Enron,en,1.337956,6.945299741932299
1112895,3,Enron,en,5.5406423,6.012485190368888
894955,3,Enron,en,1.0000148,6.8999472424124315
292847,3,Enron,en,1.0001374,6.403647101351327
18692,3,Enron,en,1.0000023,3.5520870194370997
30967,3,Enron,en,2.2232568,4.428364007313164
1118514,2,Enron,en,1.6484345,5.47939710246905
685523,2,Enron,en,2.1790211,8.276125029512954
1311780,3,Enron,en,1.0000056,4.444902652516298
278205,1,Enron,en,2.8731575,8.833290827828737
889872,2,Enron,en,3.0878038,7.495319025451889
725144,3,Enron,en,3.9929578,6.044159429517331
29544,3,Enron,en,1.0000311,9.45500289515161
685545,2,Enron,en,1.0002415,6.334197075754865
773395,1,Enron,en,1.0364956,4.894945060080604
1105549,2,Enron,en,1.0000079,6.8527252571165
1259214,3,Enron,en,1.0001022,5.884185807634194
3024,2,Enron,en,1.0002632,6.134179583078947
1112173,3,Enron,en,3.6821501,11.165170891812064
744355,3,Enron,en,1.0001719,10.868078199022099
1351517,2,Enron,en,1.0000354,7.714094882281183
277865,2,Enron,en,2.1709654,7.283093193344335
20105,2,Enron,en,1.0000317,7.879362132417298
213923,3,Enron,en,1.0000186,5.352828524811181
1134340,3,Enron,en,1.0000151,6.6469235375423
743489,3,Enron,en,1.0004288,5.731061605316882
19695,1,Enron,en,1.7760856,9.283577780993962
879424,3,Enron,en,1.0002933,7.258817452477475
756578,1,Enron,en,3.208925,6.7914912001978704
1295112,3,Enron,en,1.0000031,5.151369057158832
58925,2,Enron,en,1.004028,9.570174033179716
1295266,3,Enron,en,1.0000256,8.14688046144615
1311786,1,Enron,en,1.7073139,9.058880253137984
901440,3,Enron,en,1.0001175,3.089787131509855
1312549,3,Enron,en,1.0002608,6.8131298329277525
59784,3,Enron,en,1.0000056,4.7236474867074545
776159,1,Enron,en,1.0003769,9.380716896775688
1105700,1,Enron,en,1.5300945,5.486997876073863
1112910,3,Enron,en,1.0000098,5.465419235209164
275608,3,Enron,en,1.0000083,8.01240271965958
1247175,1,Enron,en,1.000591,6.049314708144215
1112074,1,Enron,en,1.0001845,5.347367114038339
1260921,2,Enron,en,1.0007453,9.65082671420601
726487,3,Enron,en,1.0003791,4.17559191976065
2691,3,Enron,en,2.240215,5.073629930549908
1265119,3,Enron,en,1.0000082,6.2134912028544695
275612,1,Enron,en,2.6226199,8.296010701267335
891080,3,Enron,en,1.8286843,6.849609392690585
41248,2,Enron,en,1.000026,7.470951962773785
1294322,3,Enron,en,1.0032133,5.74373562426593
1250729,3,Enron,en,1.0479336,5.418803058216563
3268,1,Enron,en,1.7224811,5.298648368227942
62567,1,Enron,en,1.0000585,11.267980569106113
683967,1,Enron,en,1.0013517,8.892504491487264
1136966,1,Enron,en,1.6548876,5.831166908584263
59852,3,Enron,en,1.7224611,5.951303567350426
38514,1,Enron,en,1.4660408,5.984110034759065
283696,2,Enron,en,2.330003,9.570512492785909
894925,3,Enron,en,5.969767,7.101984810541908
751549,1,Enron,en,1.000082,7.596937225357536
1314383,2,Enron,en,5.0846996,6.136903064664129
1253163,2,Enron,en,4.4502263,5.379710802353739
84272,3,Enron,en,1.0000026,4.881235058852616
1112802,1,Enron,en,1.0000142,7.5588855828378465
1271167,3,Enron,en,1.0002984,4.633772740573545
1303885,1,Enron,en,1.7632588,7.811120093847158
770218,1,Enron,en,1.0000199,9.866628778221378
684347,1,Enron,en,9.746061,6.787132245917246
743154,2,Enron,en,1.0001915,7.83419983315701
1359130,2,Enron,en,1.0000403,7.212687024710374
1307986,3,Enron,en,1.0001038,5.946741841914411
63623,2,Enron,en,1.4031609,4.731492259691484
1279166,3,Enron,en,3.7117183,4.877680557448195
743408,3,Enron,en,1.0595737,6.517512227623931
1262694,1,Enron,en,1.5093701,7.945815387554297
1313094,2,Enron,en,1.0000024,3.857777984975782
1270769,3,Enron,en,1.0000374,4.168180415605807
1251435,1,Enron,en,1.000141,7.041983588291308
57509,3,Enron,en,1.0002303,5.4718041449128805
59765,3,Enron,en,1.0002272,6.745198736344224
775999,1,Enron,en,1.0582174,4.6329710451640445
1131829,3,Enron,en,1.0000131,8.427550086899908
724168,3,Enron,en,1.0000037,8.224849230114849
1241676,2,Enron,en,1.2608123,6.338095452187935
764246,3,Enron,en,1.0000184,8.174825930808842
408,1,Enron,en,1.000114,5.656825269309152
70630,3,Enron,en,1.0001197,2.640758004167324
